,Name,Year,Location,Country,Status,Type,city,state,state_names,avg_temp_f,avg_temp_c
1711,Second Blue Water Bridge,1997,- Port Huron (MI),USA,in use,metal,Port Huron,MI,Michigan,46.0,7.8
1712,Second Street Bridge,1886,Allegan (MI),USA,in use,metal,Allegan,MI,Michigan,48.4,9.1
1713,Sellwood Bridge,2016,Portland (OR),USA,in use,metal,Portland,OR,Oregon,54.5,12.5
1714,Sellwood Bridge,1925,Portland (OR),USA,out of service,metal,Portland,OR,Oregon,54.5,12.5
1715,"Senator John E. Reilly, Sr. Bridge",1927,Wilmington (DE),USA,in use,metal,Wilmington,DE,Delaware,54.4,12.4
1716,Senator Robert D. Fleming Bridge,1962,Pittsburgh (PA),USA,in use,metal,Pittsburgh,PA,Pennsylvania,51.4,10.8
1717,Seventh Street Bridge,1893,Richmond (VA),USA,demolished,metal,Richmond,VA,Virginia,58.9,14.9
1718,Sewall's Bridge,1934,York (ME),USA,in use,metal,York,ME,Maine,41.0,5.0
1719,Sewickley Bridge,1981,Sewickley (PA),USA,in use,metal,Sewickley,PA,Pennsylvania,48.8,9.3
1720,Sewickley Bridge,1911,Sewickley (PA),USA,demolished,metal,Sewickley,PA,Pennsylvania,48.8,9.3
1721,Shadle Bridge,1931,Point Pleasant (WV),USA,demolished,metal,Point Pleasant,WV,West Virginia,55.9,13.3
1722,Shark River Bridge,1933,Belmar (NJ),USA,in use,metal,Belmar,NJ,New Jersey,52.7,11.5
1723,Shaw Bridge,1870,Claverack (NY),USA,out of service,metal,Claverack,NY,New York,45.4,7.4
1724,Sheffield Street Bridge,1884,Waterbury (CT),USA,in ruins,metal,Waterbury,CT,Connecticut,47.4,8.6
1725,Shelburne Falls Bridge,1890,Shelburne Falls (MA),USA,in use,metal,Shelburne Falls,MA,Massachusetts,46.1,7.8
1726,Sherman Minton Bridge,1962,Louisville (KY),USA,in use,metal,Louisville,KY,Kentucky,58.2,14.6
1727,Shively Slough Bridge,1955,Buffalo County (WI),USA,in use,metal,Buffalo County,WI,Wisconsin,43.1,6.2
1728,Short Line Bridge,1880,Minneapolis (MN),USA,out of service,metal,Minneapolis,MN,Minnesota,46.3,7.9
1729,Sidaway Avenue Footbridge,1930,Cleveland (OH),USA,out of service,metal,Cleveland,OH,Ohio,51.4,10.8
1730,Sideling Hill Service Plaza Access Bridge,1997,Bedford County (PA),USA,in use,metal,Bedford County,PA,Pennsylvania,38.5,3.6
1731,Sidney Lanier Bridge,1956,Brunswick (GA),USA,demolished,metal,Brunswick,GA,Georgia,67.0,19.4
1732,Sidney Sherman Bridge,1973,Houston (TX),USA,in use,metal,Houston,TX,Texas,69.9,21.1
1733,Sikorsky Bridge,1939,Stratford (CT),USA,demolished,metal,Stratford,CT,Connecticut,52.0,11.1
1734,Silas N. Pearman Bridge,1966,- Mount Pleasant (SC),USA,demolished,metal,Mount Pleasant,SC,South Carolina,64.0,17.8
1735,Silver Bridge,1928,Point Pleasant (WV),USA,destroyed,metal,Point Pleasant,WV,West Virginia,55.9,13.3
1736,Silver Memorial Bridge,1969,Kanauga (OH),USA,in use,metal,Kanauga,OH,Ohio,50.7,10.4
1737,Simeon Willis Memorial Bridge,1985,Ashland (KY),USA,in use,metal,Ashland,KY,Kentucky,55.0,12.8
1738,Simon Kenton Bridge,1931,Maysville (KY),USA,in use,metal,Maysville,KY,Kentucky,55.6,13.1
1739,Sioux City Rail Bridge,1981,Sioux City (IA),USA,in use,metal,Sioux City,IA,Iowa,48.6,9.2
1740,Siouxland Veterans Memorial Bridge,1981,Sioux City (IA),USA,in use,metal,Sioux City,IA,Iowa,48.6,9.2
1741,Siuslaw River Bridge,1936,Florence (OR),USA,in use,metal,Florence,OR,Oregon,80.0,26.7
1742,Sixth Street Los Angeles River Bridge,1932,Los Angeles (CA),USA,in use,metal,Los Angeles,CA,California,64.9,18.3
1743,Sky Ride,1933,Chicago (IL),USA,demolished,metal,Chicago,IL,Illinois,49.9,9.9
1744,SkyDance Bridge,2012,Oklahoma City (OK),USA,in use,metal,Oklahoma City,OK,Oklahoma,60.2,15.7
1745,Slade Creek Bridge,1957,Saratoga County (NY),USA,in use,metal,Saratoga County,NY,New York,45.4,7.4
1746,Smith Avenue High Bridge,1889,Saint Paul (MN),USA,demolished,metal,Saint Paul,MN,Minnesota,47.1,8.4
1747,Smith Point Bridge,1959,Mastic Beach (NY),USA,in use,metal,Mastic Beach,NY,New York,45.4,7.4
1748,Smithfield Street Bridge,1883,Pittsburgh (PA),USA,in use,metal,Pittsburgh,PA,Pennsylvania,51.4,10.8
1749,Snow-Reed Swing Bridge,1925,Fort Lauderdale (FL),USA,in use,metal,Fort Lauderdale,FL,Florida,76.1,24.5
1750,Snowden Lift Bridge,1913,Snowden (MT),USA,in use,metal,Snowden,MT,Montana,42.7,5.9
1751,Soldiers Home Bridge,1908,Minneapolis (MN),USA,in use,metal,Minneapolis,MN,Minnesota,46.3,7.9
1752,Sougahatchee Creek Bridge,1950,Lee County (AL),USA,out of service,metal,Lee County,AL,Alabama,62.8,17.1
1753,South Cicero Avenue Bridge,1927,Chicago (IL),USA,in use,metal,Chicago,IL,Illinois,49.9,9.9
1754,South Omaha Veterans Memorial Bridge,1935,Omaha (NE),USA,in use,metal,Omaha,NE,Nebraska,51.1,10.6
1755,South Park Bridge,1931,Seattle (WA),USA,demolished,metal,Seattle,WA,Washington,52.6,11.4
1756,South Side Bridge,1936,Charleston (WV),USA,in use,metal,Charleston,WV,West Virginia,55.3,12.9
1757,South Washington Street Bridge,1886,Binghamton (NY),USA,in use,metal,Binghamton,NY,New York,48.5,9.2
1758,Southwest Fifth Street Bridge,1898,Des Moines (IA),USA,out of service,metal,Des Moines,IA,Iowa,50.9,10.5
1759,Speer Boulevard Little Raven Street Bridge,1990,Denver (CO),USA,in use,metal,Denver,CO,Colorado,50.2,10.1
1760,Speer Boulevard Platte River Bridge,1999,Denver (CO),USA,in use,metal,Denver,CO,Colorado,50.2,10.1
1761,Sprague Bridge,1913,Armenia (WI),USA,out of service,metal,Armenia,WI,Wisconsin,43.1,6.2
1762,Spring Valley Bridge,1934,- Spring Valley (IL),USA,in use,metal,Spring Valley,IL,Illinois,51.8,11.0
1763,Springfield Bridge,1929,Springfield (OR),USA,in use,metal,Springfield,OR,Oregon,51.0,10.6
1764,Springfield Bridge,1874,Springfield (AR),USA,in use,metal,Springfield,AR,Arkansas,60.4,15.8
1765,Spruce Street Suspension Bridge,1912,San Diego (CA),USA,in use,metal,San Diego,CA,California,63.6,17.6
1766,Squire Valleevue Farm Footbridge,2002,Hunting Valley (OH),USA,in use,metal,Hunting Valley,OH,Ohio,50.7,10.4
1767,Stanley Bender Bridge,1954,Kanawha County (WV),USA,demolished,metal,Kanawha County,WV,West Virginia,51.8,11.0
1768,State Street Bridge,1949,Chicago (IL),USA,in use,metal,Chicago,IL,Illinois,49.9,9.9
1769,Steamboat Slough Bridge,1924,Sacramento County (CA),USA,in use,metal,Sacramento County,CA,California,61.0,16.1
1770,Steel Bridge,1912,Portland (OR),USA,in use,metal,Portland,OR,Oregon,54.5,12.5
1771,Stillaguamish River-Haller Bridge,1999,Arlington (WA),USA,in use,metal,Arlington,WA,Washington,50.3,10.2
1772,Stillwater Bridge,1930,Saratoga County (NY),USA,in use,metal,Saratoga County,NY,New York,45.4,7.4
1773,Stillwater Bridge (Minnesota),1931,- Houlton (WI),USA,in use,metal,Houlton,WI,Wisconsin,43.1,6.2
1774,Stono River SC 700 Bridge,1929,Charleston County (SC),USA,demolished,metal,Charleston County,SC,South Carolina,65.9,18.8
1775,Sullivan-Hutsonville Bridge,1939,Hutsonville (IL),USA,demolished,metal,Hutsonville,IL,Illinois,55.2,12.9
1776,Summer Street Bridge,1900,Boston (MA),USA,in use,metal,Boston,MA,Massachusetts,51.3,10.7
1777,Summit Bridge,1960,Dover (DE),USA,in use,metal,Dover,DE,Delaware,56.1,13.4
1778,Sunshine Bridge,1964,Sorrento (LA),USA,in use,metal,Sorrento,LA,Louisiana,66.4,19.1
1779,Sunshine Skyway,1954,Saint Petersburg (FL),USA,demolished,metal,Saint Petersburg,FL,Florida,70.7,21.5
1780,Sunshine Skyway,1971,Saint Petersburg (FL),USA,collapsed,metal,Saint Petersburg,FL,Florida,70.7,21.5
1781,Susquehanna River Bridge,1950,- Highspire (PA),USA,demolished,metal,Highspire,PA,Pennsylvania,51.0,10.6
1782,Sweetwater Mill Bridge,1909,Sweetwater (NE),USA,in use,metal,Sweetwater,NE,Nebraska,48.8,9.3
1783,Sylvan Island Bridge,1901,Rock Island (IL),USA,demolished,metal,Rock Island,IL,Illinois,50.5,10.3
1784,Sylvan Island Railroad Bridge,1891,Moline (IL),USA,out of service,metal,Moline,IL,Illinois,50.7,10.4
1785,Sylvan Slough Railroad Bridge,1924,Rock Island (IL),USA,in use,metal,Rock Island,IL,Illinois,50.5,10.3
1786,T. Evans Wyckoff Memorial Bridge,2008,Seattle (WA),USA,in use,metal,Seattle,WA,Washington,52.6,11.4
1787,Tacoma Narrows Bridge,1940,Tacoma (WA),USA,collapsed,metal,Tacoma,WA,Washington,53.5,11.9
1788,Tacoma Narrows Bridge,1950,Tacoma (WA),USA,in use,metal,Tacoma,WA,Washington,53.5,11.9
1789,Tacony-Palmyra Bridge,1929,Palmyra (NJ),USA,in use,metal,Palmyra,NJ,New Jersey,52.7,11.5
1790,Talcottville Main Street Bridge,1891,Vernon (CT),USA,in use,metal,Vernon,CT,Connecticut,49.0,9.4
1791,Tappan Zee Bridge,1955,Greenburgh (NY),USA,demolished,metal,Greenburgh,NY,New York,45.4,7.4
1792,Tavernor Road Bridge,1981,Sacramento County (CA),USA,in use,metal,Sacramento County,CA,California,61.0,16.1
1793,Taylor Street Bridge,1929,Montpelier (VT),USA,in use,metal,Montpelier,VT,Vermont,42.5,5.8
1794,Taylor-Southgate Bridge,1995,Cincinnati (OH),USA,in use,metal,Cincinnati,OH,Ohio,54.6,12.6
1795,Telegraph Road Bridge,1911,Orleans County (NY),USA,in use,metal,Orleans County,NY,New York,45.4,7.4
1796,Tempe Railroad Bridge,1912,Tempe (AZ),USA,damaged,metal,Tempe,AZ,Arizona,68.8,20.4
1797,Tenbridge,1920,Chattanooga (TN),USA,in use,metal,Chattanooga,TN,Tennessee,60.9,16.1
1798,Tenth Street Bridge,1958,Port Huron (MI),USA,in use,metal,Port Huron,MI,Michigan,46.0,7.8
1799,Thaddeus Kosciusko Bridge,1959,Colonie (NY),USA,in use,metal,Colonie,NY,New York,45.4,7.4
1800,The Dalles Bridge,1953,The Dalles (OR),USA,in use,metal,The Dalles,OR,Oregon,54.2,12.3
1801,The Link,1988,Kansas City (MO),USA,in use,metal,Kansas City,MO,Missouri,54.6,12.6
1802,Thebes Railroad Bridge,1905,Thebes (IL),USA,in use,metal,Thebes,IL,Illinois,51.8,11.0
1803,Theodore Roosevelt Bridge,1964,Washington,USA,in use,metal,Washingto,WA,Washington,48.3,9.1
1804,Third Avenue Bridge,2004,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1805,Third Avenue Bridge,1898,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1806,Third Elk Creek Crossing Bridge,1931,Douglas County (OR),USA,in use,metal,Douglas County,OR,Oregon,48.4,9.1
1807,Third Street Bridge,1910,Cannon Falls (MN),USA,in use,metal,Cannon Falls,MN,Minnesota,41.2,5.1
1808,Third Street Bridge,1903,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1809,Thomas Alva Edison Memorial Bridge,1940,Woodbridge (NJ),USA,in use,metal,Woodbridge,NJ,New Jersey,52.7,11.5
1810,Thomas Creek Bridge,1961,- Brookings (OR),USA,in use,metal,Brookings,OR,Oregon,48.4,9.1
1811,Thomas J. Hatem Memorial Bridge,1940,Havre de Grace (MD),USA,in use,metal,Havre de Grace,MD,Maryland,54.2,12.3
1812,Thompson Bridge,1956,Gainesville (GA),USA,in use,metal,Gainesville,GA,Georgia,59.7,15.4
1813,Throgs Neck Bridge,1961,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1814,Thurman Station Bridge,1941,Thurman (NY),USA,in use,metal,Thurman,NY,New York,45.4,7.4
1815,Ticonic Footbridge,1904,Waterville (ME),USA,in use,metal,Waterville,ME,Maine,45.0,7.2
1816,Tilton Island Park Bridge,1881,Tilton (NH),USA,in use,metal,Tilton,NH,New Hampshire,43.8,6.6
1817,Tinkers Creek Aqueduct,1905,Valley View (OH),USA,dismantled,metal,Valley View,OH,Ohio,50.7,10.4
1818,Tobin Memorial Bridge,1950,Boston (MA),USA,in use,metal,Boston,MA,Massachusetts,51.3,10.7
1819,Toledo District Willamette Bridge,1921,Albany (OR),USA,in use,metal,Albany,OR,Oregon,51.0,10.6
1820,Tomlinson Lift Bridge,2002,New Haven (CT),USA,in use,metal,New Haven,CT,Connecticut,53.6,12.0
1821,Tompkins Street Bridge,1965,Binghamton (NY),USA,in use,metal,Binghamton,NY,New York,48.5,9.2
1822,Topock BNSF Rail Bridge,1945,- Needles (CA),USA,in use,metal,Needles,CA,California,72.0,22.2
1823,Topock Pipeline Bridge I,1957,Topock (AZ),USA,in use,metal,Topock,AZ,Arizona,73.6,23.1
1824,Toppenish-Zillah Bridge,1947,Toppenish (WA),USA,in use,metal,Toppenish,WA,Washington,48.3,9.1
1825,Torrence Avenue Bridge,1938,Chicago (IL),USA,in use,metal,Chicago,IL,Illinois,49.9,9.9
1826,Tower Bridge,1935,Sacramento (CA),USA,in use,metal,Sacramento,CA,California,61.0,16.1
1827,Town Bridge,1895,Canton (CT),USA,in use,metal,Canton,CT,Connecticut,49.0,9.4
1828,Town Creek Truss-leg Bedstead Bridge,1894,Van Wert (OH),USA,in use,metal,Van Wert,OH,Ohio,50.9,10.5
1829,Tracy Boulevard Bridge,1959,San Joaquin County (CA),USA,in use,metal,San Joaquin County,CA,California,59.4,15.2
1830,Trails Arch Bridge,1916,Topock (AZ),USA,in use,metal,Topock,AZ,Arizona,73.6,23.1
1831,Transit Road Bridge,1911,Orleans County (NY),USA,out of service,metal,Orleans County,NY,New York,45.4,7.4
1832,Tribeca Bridge,1992,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1833,Troup Howell Bridge,1955,Rochester (NY),USA,demolished,metal,Rochester,NY,New York,48.2,9.0
1834,Troy-Menands Bridge,1959,Troy (NY),USA,in use,metal,Troy,NY,New York,48.6,9.2
1835,Troy-Waterford Bridge,1909,- Waterford (NY),USA,in use,metal,Waterford,NY,New York,45.4,7.4
1836,TRRA Bridge,1889,Saint Louis (MO),USA,in use,metal,Saint Louis,MO,Missouri,54.5,12.5
1837,Turkey River Bridge,1873,Festina (IA),USA,demolished,metal,Festina,IA,Iowa,47.8,8.8
1838,Turn of River Bridge,1893,Stamford (CT),USA,out of service,metal,Stamford,CT,Connecticut,51.1,10.6
1839,Turtle Bay Sundial Bridge,2004,Redding (CA),USA,in use,metal,Redding,CA,California,62.3,16.8
1840,Tuthilltown Bridge,1938,Gardiner (NY),USA,in use,metal,Gardiner,NY,New York,45.4,7.4
1841,Twin Bridge,1900,Brownlee (NE),USA,in use,metal,Brownlee,NE,Nebraska,48.8,9.3
1842,Twin Bridges,1960,Philadelphia (PA),USA,in use,metal,Philadelphia,PA,Pennsylvania,55.9,13.3
1843,Twin Suspension Bridges,1932,Prairie du Chien (WI),USA,demolished,metal,Prairie du Chien,WI,Wisconsin,43.1,6.2
1844,Two Medicine River Bridge,1900,East Glacier (MT),USA,in use,metal,East Glacier,MT,Montana,42.7,5.9
1845,TX 71 Business Colorado River Bridge,1941,La Grange (TX),USA,in use,metal,La Grange,TX,Texas,69.1,20.6
1846,Tyngsborough Bridge,1930,Tyngsborough (MA),USA,in use,metal,Tyngsborough,MA,Massachusetts,47.9,8.8
1847,U.S. 165 Business Bridge,1985,Alexandria (LA),USA,in use,metal,Alexandria,LA,Louisiana,65.3,18.5
1848,U.S. 190 Atchafalaya River Bridge,1973,Krotz Springs (LA),USA,in use,metal,Krotz Springs,LA,Louisiana,66.4,19.1
1849,U.S. 20 Iowa River Bridge,2003,Steamboat Rock (IA),USA,in use,metal,Steamboat Rock,IA,Iowa,34.4,1.3
1850,U.S. 62 Arkansas River Bridge,1969,Muskogee (OK),USA,in use,metal,Muskogee,OK,Oklahoma,60.4,15.8
1851,U.S. Route 30 Bridge,1909,Portland (OR),USA,in use,metal,Portland,OR,Oregon,54.5,12.5
1852,U.S. Route 6 Maumee River Bridge,1969,Napoleon (OH),USA,in use,metal,Napoleon,OH,Ohio,50.0,10.0
1853,Uhlerstown-Frenchtown Bridge,1931,Uhlerstown (PA),USA,in use,metal,Uhlerstown,PA,Pennsylvania,48.8,9.3
1854,Umpqua River Bridge,1936,Reedsport (OR),USA,in use,metal,Reedsport,OR,Oregon,52.2,11.2
1855,Union Pacific Colorado River Bridge,1902,Austin (TX),USA,in use,metal,Austin,TX,Texas,68.5,20.3
1856,Union Pacific Kaskaskia River Bridge,1976,Randolph County (IL),USA,in use,metal,Randolph County,IL,Illinois,51.8,11.0
1857,Union Pacific Railway Bridge,1923,- Burbank (WA),USA,in use,metal,Burbank,WA,Washington,53.9,12.2
1858,Union Pacific Swing Bridge,1913,Hudson (WI),USA,in use,metal,Hudson,WI,Wisconsin,43.1,6.2
1859,Union Street Bridge,1905,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1860,United States Navy Seabees Bridge,2003,- Chesterfield (NH),USA,in use,metal,Chesterfield,NH,New Hampshire,43.8,6.6
1861,University Heights Bridge,1908,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1862,UP - Trinity River Bridge,1930,Dallas (TX),USA,in use,metal,Dallas,TX,Texas,66.3,19.1
1863,Upper Black Eddy-Milford Bridge,1933,Upper Black Eddy (PA),USA,in use,metal,Upper Black Eddy,PA,Pennsylvania,48.8,9.3
1864,Upper Bridge,1878,Keeseville (NY),USA,in use,metal,Keeseville,NY,New York,45.4,7.4
1865,Upper Suspension Bridge,1878,Montague (MA),USA,demolished,metal,Montague,MA,Massachusetts,47.9,8.8
1866,US 12 Naches River Bridge,1958,Yakima (WA),USA,in use,metal,Yakima,WA,Washington,49.7,9.8
1867,US 12 Naches River Bridge,1966,Yakima (WA),USA,in use,metal,Yakima,WA,Washington,49.7,9.8
1868,US-291 Colorado River Bridge,1937,Marble Falls (TX),USA,demolished,metal,Marble Falls,TX,Texas,64.8,18.2
1869,US-8 Saint Croix River Bridge,1955,Taylors Falls (MN),USA,in use,metal,Taylors Falls,MN,Minnesota,41.2,5.1
1870,Valley River Foot Bridge,1939,Murphy (NC),USA,in use,metal,Murphy,NC,North Carolina,59.0,15.0
1871,Van Buren Street Bridge,1913,Corvallis (OR),USA,in use,metal,Corvallis,OR,Oregon,52.1,11.2
1872,Van Buren Street Bridge,1956,Chicago (IL),USA,in use,metal,Chicago,IL,Illinois,49.9,9.9
1873,Vance Creek Bridge,1929,Shelton (WA),USA,out of service,metal,Shelton,WA,Washington,51.0,10.6
1874,Vernita Bridge,1965,Benton County (WA),USA,in use,metal,Benton County,WA,Washington,48.3,9.1
1875,Verrazzano-Narrows Bridge,1964,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1876,Veterans Administration Skybridge,1993,Portland (OR),USA,in use,metal,Portland,OR,Oregon,54.5,12.5
1877,Veterans Bridge,1987,Pittsburgh (PA),USA,in use,metal,Pittsburgh,PA,Pennsylvania,51.4,10.8
1878,Veterans Memorial Bridge,1995,Gramercy (LA),USA,in use,metal,Gramercy,LA,Louisiana,66.4,19.1
1879,Veterans Memorial Bridge,2003,Saint Louis County (MO),USA,in use,metal,Saint Louis County,MO,Missouri,54.5,12.5
1880,Veterans Memorial Bridge,1957,Bay City (MI),USA,in use,metal,Bay City,MI,Michigan,47.4,8.6
1881,Veterans Memorial Bridge,2003,- Maryland Heights (MO),USA,in use,metal,Maryland Heights,MO,Missouri,54.5,12.5
1882,Veterans Memorial Bridge,1984,Chattanooga (TN),USA,in use,metal,Chattanooga,TN,Tennessee,60.9,16.1
1883,Veterans Memorial Bridge,1966,- Hansen (ID),USA,in use,metal,Hansen,ID,Idaho,44.4,6.9
1884,Vicksburg Bridge,1973,Vicksburg (MS),USA,in use,metal,Vicksburg,MS,Mississippi,64.7,18.2
1885,Vincent Thomas Bridge,1963,Los Angeles (CA),USA,in use,metal,Los Angeles,CA,California,64.9,18.3
1886,W. D. Mansfield Memorial Bridge,1951,Dravosburg (PA),USA,in use,metal,Dravosburg,PA,Pennsylvania,48.8,9.3
1887,WA 131 Cowlitz River Bridge,1949,Randle (WA),USA,in use,metal,Randle,WA,Washington,49.7,9.8
1888,Wabash Avenue Bridge,1930,Chicago (IL),USA,in use,metal,Chicago,IL,Illinois,49.9,9.9
1889,Wabash Bridge,1936,- Saint Charles (MO),USA,in use,metal,Saint Charles,MO,Missouri,54.5,12.5
1890,Wabash Bridge,1948,Pittsburgh (PA),USA,demolished,metal,Pittsburgh,PA,Pennsylvania,51.4,10.8
1891,Wabash Memorial Bridge,1956,Mount Vernon (IN),USA,in use,metal,Mount Vernon,IN,Indiana,56.3,13.5
1892,Wabasha-Nelson Bridge,1988,Wabasha (MN),USA,in use,metal,Wabasha,MN,Minnesota,36.6,2.6
1893,Waco Suspension Bridge,1869,Waco (TX),USA,in use,metal,Waco,TX,Texas,67.6,19.8
1894,WACR Winooski River Bridge (West),1903,Montpelier (VT),USA,out of service,metal,Montpelier,VT,Vermont,42.5,5.8
1895,"Waddell ""A"" Truss Bridge",1898,- Trimble (MO),USA,in use,metal,Trimble,MO,Missouri,54.5,12.5
1896,Wakota Bridge,1959,Saint Paul Park (MN),USA,demolished,metal,Saint Paul Park,MN,Minnesota,41.2,5.1
1897,Waldo-Hancock Bridge,1931,Verona Island (ME),USA,demolished,metal,Verona Island,ME,Maine,41.0,5.0
1898,Walker Road Bridge,1998,Siskiyou County (CA),USA,in use,metal,Siskiyou County,CA,California,59.4,15.2
1899,Walnut Street Bridge,1890,Harrisburg (PA),USA,in use,metal,Harrisburg,PA,Pennsylvania,53.2,11.8
1900,Walnut Street Bridge,1891,Chattanooga (TN),USA,in use,metal,Chattanooga,TN,Tennessee,60.9,16.1
1901,Walnut Street Bridge,1860,Hellertown (PA),USA,out of service,metal,Hellertown,PA,Pennsylvania,51.3,10.7
1902,Walnut Street Toll Bridge,1913,Hudson (WI),USA,demolished,metal,Hudson,WI,Wisconsin,43.1,6.2
1903,Walt Whitman Bridge,1957,Philadelphia (PA),USA,in use,metal,Philadelphia,PA,Pennsylvania,55.9,13.3
1904,War Eagle Bridge,1907,War Eagle (AR),USA,in use,metal,War Eagle,AR,Arkansas,60.4,15.8
1905,War Mothers Memorial Bridge,1938,Frankfort (KY),USA,in use,metal,Frankfort,KY,Kentucky,55.5,13.1
1906,Wards Island Bridge,1951,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1907,Warm Springs Footbridge,2000,Boise (ID),USA,in use,metal,Boise,ID,Idaho,52.5,11.4
1908,Warsaw Middle Bridge,1913,Warsaw (MO),USA,demolished,metal,Warsaw,MO,Missouri,55.0,12.8
1909,Washington Bridge,1889,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1910,Washington Crossing Bridge,1924,Pittsburgh (PA),USA,in use,metal,Pittsburgh,PA,Pennsylvania,51.4,10.8
1911,Washington Crossing Bridge,1904,Titusville (NJ),USA,in use,metal,Titusville,NJ,New Jersey,52.7,11.5
1912,Washington Street Bridge,1913,Chicago (IL),USA,in use,metal,Chicago,IL,Illinois,49.9,9.9
1913,Waterford Truss Bridge,1889,Waterford (VA),USA,in use,metal,Waterford,VA,Virginia,55.1,12.8
1914,Waterville Bridge,1890,Green Point (PA),USA,in use,metal,Green Point,PA,Pennsylvania,48.8,9.3
1915,Waverly Bridge,1914,West Point (MS),USA,out of service,metal,West Point,MS,Mississippi,63.4,17.4
1916,Wax Lake Outlet Highway Bridge,1941,Patterson (LA),USA,demolished,metal,Patterson,LA,Louisiana,66.4,19.1
1917,Wax Lake Outlet Pipeline Bridge,1980,Patterson (LA),USA,in use,metal,Patterson,LA,Louisiana,66.4,19.1
1918,Wax Lake Outlet Pipeline Bridge,1975,Patterson (LA),USA,demolished,metal,Patterson,LA,Louisiana,66.4,19.1
1919,Wax Lake Outlet Pipeline Bridge,1976,Patterson (LA),USA,in use,metal,Patterson,LA,Louisiana,66.4,19.1
1920,Wax Lake Outlet Pipeline Bridge,1976,Patterson (LA),USA,in use,metal,Patterson,LA,Louisiana,66.4,19.1
1921,Wax Lake Outlet Pipeline Bridge,1980,Patterson (LA),USA,in use,metal,Patterson,LA,Louisiana,66.4,19.1
1922,Wax Lake Outlet Pipeline Suspension Bridge,1980,Patterson (LA),USA,in use,metal,Patterson,LA,Louisiana,66.4,19.1
1923,Wax Lake Outlet Railroad Bridge,1941,Patterson (LA),USA,in use,metal,Patterson,LA,Louisiana,66.4,19.1
1924,Wayside Drive Bridge,1956,Houston (TX),USA,in use,metal,Houston,TX,Texas,69.9,21.1
1925,Wellesley Island Suspension Bridge,1938,Omar (NY),USA,in use,metal,Omar,NY,New York,45.4,7.4
